job_id,job_date,client_id,zip_code,crew_id,job_status,total_price,material_cost,labor_cost,travel_cost,profit,payment_status,payment_delay_days,num_services
1055,2023-01-14,1036,32824,1,Completed,3000,1200.0,67.63,22.98,1709.39,Paid,0,1
1056,2023-01-16,1037,32751,2,Completed,3650,1104.5,389.15,65.54,2090.81,Paid,0,3
1057,2023-01-16,1038,32703,2,Completed,1750,175.0,229.79,57.03,1288.18,Paid,0,2
1058,2023-01-16,1039,32824,2,Completed,1400,140.0,143.02,15.55,1101.43,Paid,0,1
1059,2023-01-16,1040,32811,1,Completed,400,47.07,137.55,11.55,203.83,Paid,0,1
1060,2023-01-16,1041,32835,3,Completed,1150,143.57,499.9,58.48,448.05,Paid,0,3
1061,2023-01-16,1034,32811,3,Completed,600,60.0,189.91,27.32,322.77,Paid,0,1
1062,2023-01-16,1030,32822,4,Completed,550,65.35,171.58,29.75,283.32,Paid,0,1
1063,2023-01-17,1042,34761,4,Completed,3150,1164.72,424.39,77.9,1482.99,Paid,0,3
1064,2023-01-17,1034,32811,4,Completed,1750,182.73,372.7,52.29,1142.28,Paid,0,3
1065,2023-01-17,1010,32801,2,Completed,4350,1155.0,406.58,56.31,2732.11,Paid,0,3
1066,2023-01-17,1027,32789,4,Completed,1450,182.78,447.29,62.65,757.28,Paid Late,19,3
1067,2023-01-17,1043,32751,2,Completed,3500,1269.91,178.84,37.76,2013.49,Paid,0,2
1068,2023-01-17,1044,32810,2,Completed,800,320.0,81.37,21.59,377.04,Paid,0,1
1069,2023-01-17,1045,32730,3,Completed,650,42.75,214.72,41.94,350.59,Paid,0,2
1070,2023-01-17,1046,32779,1,Completed,4650,1605.0,313.01,66.54,2665.45,Paid,0,3
1071,2023-01-18,1047,32701,4,Completed,500,15.0,122.17,23.76,339.07,Paid,0,1
1072,2023-01-18,1048,32765,4,Completed,1900,760.0,106.59,10.05,1023.36,Paid,0,1
1073,2023-01-18,1049,32714,1,Completed,350,10.5,139.59,29.73,170.18,Paid,0,1
1074,2023-01-18,1050,32779,2,Completed,2300,723.9,400.01,58.57,1117.52,Paid,0,3
1075,2023-01-18,1051,32810,1,Completed,2000,154.5,439.84,43.37,1362.29,Paid,0,3
1076,2023-01-19,1052,32824,4,Completed,650,80.89,234.28,49.72,285.11,Paid,0,2
1077,2023-01-19,1053,32819,3,Completed,350,51.34,51.13,14.51,233.02,Paid Late,13,1
1078,2023-01-19,1054,32808,3,Completed,350,49.89,63.18,26.12,210.81,Paid,0,1
1079,2023-01-19,1055,32712,1,Completed,2750,845.69,433.49,65.27,1405.55,Paid,0,3
1080,2023-01-19,1012,32765,3,Completed,3650,1256.5,490.2,48.79,1854.51,Paid,0,3
1081,2023-01-20,1029,32708,2,Completed,3200,1111.08,198.4,44.66,1845.86,Paid,0,2
1082,2023-01-20,1014,32808,3,Completed,1600,640.0,50.41,12.33,897.26,Paid,0,1
1083,2023-01-20,1013,34747,1,Completed,3450,1261.78,280.42,40.79,1867.01,Paid,0,2
1084,2023-01-20,1056,32703,4,Completed,900,90.0,106.88,28.53,674.59,Paid,0,1
1085,2023-01-20,1057,32714,2,Completed,650,90.4,174.19,25.01,360.4,Paid,0,1
1086,2023-01-20,1058,32807,4,Completed,550,77.4,149.78,20.46,302.36,Unpaid,3,1
1087,2023-01-21,1059,32829,3,Completed,3750,1275.0,232.99,35.51,2206.5,Paid,0,2
1088,2023-01-21,1014,32808,4,Completed,1050,111.53,360.07,44.95,533.45,Paid,0,2
1089,2023-01-21,1024,32804,2,Completed,1150,140.11,415.85,43.74,550.3,Paid,0,3
1090,2023-01-21,1060,32812,4,Completed,900,90.0,176.97,12.55,620.48,Paid,0,1
1091,2023-01-21,1061,32703,3,Completed,1950,195.0,230.5,37.41,1487.09,Paid,0,2
1092,2023-01-21,1062,32771,1,Completed,1100,113.78,239.36,31.65,715.21,Paid,0,2
1093,2023-01-23,1063,32827,4,Completed,3000,1044.03,321.27,70.19,1564.51,Paid,0,3
1094,2023-01-23,1064,32803,4,Completed,1200,116.36,274.38,76.1,733.16,Paid,0,3
1095,2023-01-23,1031,32827,2,Completed,1200,120.0,170.43,10.09,899.48,Paid,0,1
1096,2023-01-23,1065,34761,4,Completed,900,90.0,130.61,28.4,650.99,Paid,0,1
1097,2023-01-23,1066,32829,1,Completed,700,21.0,160.63,19.04,499.33,Paid,0,1
1098,2023-01-24,1067,32809,2,Completed,1200,480.0,187.23,17.25,515.52,Paid,0,1
1099,2023-01-24,1068,32766,1,Completed,800,83.23,261.72,25.27,429.78,Paid,0,2
1100,2023-01-24,1069,32792,4,Completed,3100,1104.88,244.77,39.1,1711.25,Paid,0,2
1101,2023-01-25,1006,32819,4,Completed,750,81.8,262.61,31.92,373.67,Paid,0,2
1102,2023-01-25,1070,32824,1,Completed,3200,336.1,460.63,51.16,2352.11,Paid,0,3
1103,2023-01-25,1071,32812,1,Completed,1800,720.0,84.66,23.44,971.9,Paid,0,1
1104,2023-01-26,1021,32792,3,Completed,2000,800.0,86.48,24.45,1089.07,Paid,0,1
1105,2023-01-26,1012,32765,3,Completed,2050,180.83,375.21,44.15,1449.81,Paid,0,3
1106,2023-01-26,1072,32805,1,Completed,2900,1075.13,202.12,45.44,1577.31,Paid,0,2
1107,2023-01-26,1017,32804,3,Completed,350,45.92,111.41,21.04,171.63,Paid,0,1
1108,2023-01-27,1073,32779,2,Completed,800,320.0,90.3,20.83,368.87,Paid,0,1
1109,2023-01-27,1074,32807,2,Completed,550,16.5,146.76,18.43,368.31,Unpaid,7,1
1110,2023-01-27,1075,32827,2,Completed,1100,146.79,435.22,49.92,468.07,Paid,0,3
1111,2023-01-27,1076,32750,1,Completed,600,18.0,89.97,24.64,467.39,Paid,0,1
1112,2023-01-27,1077,34744,1,Completed,3150,1163.65,301.63,45.2,1639.52,Paid,0,2
1113,2023-01-27,1078,32766,3,Completed,1100,101.82,380.67,73.15,544.36,Paid,0,3
1114,2023-01-27,1079,32805,3,Completed,3000,978.0,378.19,62.02,1581.79,Paid,0,3
1115,2023-01-27,1080,32808,3,Completed,950,70.67,257.4,39.0,582.93,Paid,0,2
1116,2023-01-28,1081,32730,2,Completed,1500,150.0,195.15,10.11,1144.74,Paid,0,1
1117,2023-01-30,1082,32809,1,Completed,3350,1169.56,396.85,82.86,1700.73,Paid Late,16,3
1118,2023-01-30,1083,32818,1,Completed,450,13.5,155.84,28.5,252.16,Paid,0,1
1119,2023-01-30,1084,32811,1,Completed,500,67.44,94.6,28.49,309.47,Paid Late,7,1
1120,2023-01-30,1085,32805,3,Completed,1000,119.3,296.4,72.75,511.55,Paid,0,3
1121,2023-01-30,1086,32812,3,Completed,850,64.07,258.79,41.77,485.37,Unpaid,12,2
1122,2023-01-30,1087,32812,2,Completed,300,36.93,198.55,10.0,54.52,Paid,0,1
1123,2023-01-31,1088,32789,1,Completed,1200,480.0,63.28,10.75,645.97,Paid,0,1
1124,2023-01-31,1089,32750,2,Completed,1550,162.57,219.13,42.62,1125.68,Paid,0,2
1125,2023-01-31,1090,32707,2,Completed,650,74.65,177.92,24.31,373.12,Paid,0,1
1126,2023-02-01,1091,32765,4,Completed,400,59.0,167.95,11.79,161.26,Paid Late,4,1
1127,2023-02-01,1092,32804,3,Completed,1850,187.11,295.8,56.54,1310.55,Unpaid,14,2
1128,2023-02-01,1050,32779,4,Completed,3500,920.92,406.11,51.79,2121.18,Paid,0,3
1129,2023-02-02,1088,32789,1,Completed,500,72.37,179.02,19.15,229.46,Paid Late,15,1
1130,2023-02-02,1093,32792,2,Completed,1400,560.0,121.5,10.89,707.61,Paid,0,1
1131,2023-02-02,1093,32792,2,Completed,700,21.0,99.36,28.63,551.01,Paid,0,1
1132,2023-02-02,1094,32789,4,Completed,1200,480.0,87.9,10.1,622.0,Paid,0,1
1133,2023-02-02,1095,32806,3,Completed,650,65.0,129.89,29.24,425.87,Paid,0,1
1134,2023-02-02,1096,32805,3,Completed,2100,161.0,475.45,60.24,1403.31,Paid,0,3
1135,2023-02-02,1097,34744,1,Completed,1250,128.54,202.25,44.04,875.17,Paid,0,2
1136,2023-02-02,1098,32824,3,Completed,5600,2240.0,429.99,63.31,2866.7,Paid,0,3
1137,2023-02-03,1099,32809,3,Completed,1150,117.94,262.47,36.37,733.22,Paid,0,2
1138,2023-02-03,1100,32821,2,Completed,650,65.29,172.8,12.57,399.34,Paid,0,1
1139,2023-02-04,1101,32829,4,Completed,500,50.0,76.92,25.07,348.01,Paid,0,1
1140,2023-02-04,1102,32803,1,Completed,250,34.64,192.09,13.33,9.94,Paid,0,1
1141,2023-02-06,1103,32730,4,Completed,1500,195.95,431.77,45.28,827.0,Paid,0,3
1142,2023-02-06,1104,32789,2,Completed,450,13.5,120.28,28.89,287.33,Paid,0,1
1143,2023-02-06,1105,32819,3,Completed,1750,154.0,374.74,79.34,1141.92,Paid,0,3
1144,2023-02-07,1028,32817,1,Completed,1200,480.0,98.11,24.49,597.4,Paid,0,1
1145,2023-02-07,1098,32824,2,Completed,250,35.85,157.24,21.26,35.65,Paid,0,1
1146,2023-02-07,1106,32825,1,Completed,1550,527.5,146.94,33.14,842.42,Paid,0,2
1147,2023-02-07,1107,32827,1,Completed,1500,600.0,169.52,15.88,714.6,Paid,0,1
1148,2023-02-07,1108,32809,2,Completed,4100,1280.0,351.33,55.9,2412.77,Paid,0,3
1149,2023-02-07,1109,32712,3,Completed,700,80.61,171.33,41.1,406.96,Paid,0,2
1150,2023-02-08,1110,32822,4,Completed,1750,181.06,219.13,48.47,1301.34,Paid,0,2
1151,2023-02-08,1092,32804,4,Completed,1500,150.0,286.05,28.09,1035.86,Paid,0,2
1152,2023-02-08,1111,32811,3,Completed,500,67.33,173.22,10.82,248.63,Paid,0,1
1153,2023-02-08,1112,32701,4,Completed,1450,177.38,446.77,72.85,753.0,Paid,0,3
1154,2023-02-08,1113,32839,1,Completed,1450,484.68,195.73,38.96,730.63,Paid,0,2
1155,2023-02-08,1114,32821,3,Completed,950,28.5,281.35,39.59,600.56,Paid,0,2
1156,2023-02-08,1115,32806,1,Completed,700,83.5,263.04,27.52,325.94,Paid,0,2
1157,2023-02-08,1116,32801,3,Completed,600,62.45,110.49,14.41,412.65,Paid,0,1
1158,2023-02-08,1117,32828,2,Completed,300,36.94,180.24,24.54,58.28,Paid Late,15,1
1159,2023-02-08,1118,32810,1,Completed,1400,140.0,101.89,17.42,1140.69,Paid,0,1
1160,2023-02-09,1119,32714,3,Completed,1600,640.0,181.01,28.01,750.98,Paid,0,1
1161,2023-02-09,1055,32712,1,Completed,500,64.81,186.85,14.21,234.13,Paid,0,1
1162,2023-02-09,1090,32707,3,Completed,2050,614.27,290.62,61.72,1083.39,Paid Late,8,3
1163,2023-02-09,1120,34786,1,Completed,2000,800.0,138.94,21.59,1039.47,Paid,0,1
1164,2023-02-10,1121,32817,2,Completed,500,64.71,139.81,17.93,277.55,Paid,0,1
1165,2023-02-10,1122,32808,1,Completed,200,28.84,116.3,16.62,38.24,Paid,0,1
1166,2023-02-10,1057,32714,4,Completed,3100,790.0,264.15,34.04,2011.81,Paid,0,2
1167,2023-02-10,1123,32827,1,Completed,650,84.68,103.51,20.67,441.14,Paid,0,1
1168,2023-02-11,1124,32773,1,Completed,1400,105.0,277.73,41.18,976.09,Paid,0,3
1169,2023-02-11,1016,32837,1,Completed,2700,1080.0,162.22,36.06,1421.72,Paid,0,2
1170,2023-02-11,1125,32712,3,Completed,2600,982.54,197.12,29.5,1390.84,Paid,0,2
1171,2023-02-11,1126,32804,4,Completed,2400,252.83,236.08,51.69,1859.4,Paid,0,3
1172,2023-02-11,1127,34787,4,Completed,250,7.5,52.63,14.88,174.99,Paid,0,1
1173,2023-02-13,1128,32839,2,Completed,1000,400.0,140.74,16.36,442.9,Paid,0,1
1174,2023-02-13,1129,32771,3,Completed,2700,1027.52,326.88,69.1,1276.5,Paid,0,3
1175,2023-02-13,1130,32828,2,Completed,750,75.0,180.34,17.51,477.15,Paid,0,1
1176,2023-02-13,1131,32708,1,Completed,2750,1000.75,251.59,43.17,1454.49,Paid,0,2
1177,2023-02-13,1132,32824,3,Completed,400,40.29,138.06,13.37,208.28,Paid Late,17,1
1178,2023-02-13,1114,32821,3,Completed,2250,748.76,318.49,55.31,1127.44,Paid,0,2
1179,2023-02-13,1133,32701,1,Completed,550,55.0,128.99,14.92,351.09,Paid,0,1
1180,2023-02-13,1134,32811,2,Completed,300,38.24,162.03,24.31,75.42,Paid,0,1
1181,2023-02-13,1135,34761,1,Completed,2700,591.5,387.4,70.6,1650.5,Paid,0,3
1182,2023-02-13,1045,32730,4,Completed,2400,960.0,142.6,20.46,1276.94,Paid,0,1
1183,2023-02-14,1136,32773,2,Completed,2300,735.0,146.17,43.1,1375.73,Paid,0,2
1184,2023-02-14,1137,32824,3,Completed,1100,110.0,187.66,18.49,783.85,Paid,0,1
1185,2023-02-14,1039,32824,3,Completed,3100,920.27,443.73,55.48,1680.52,Paid,0,3
1186,2023-02-14,1138,32803,3,Completed,700,101.71,165.49,21.13,411.67,Paid,0,1
1187,2023-02-14,1139,32806,2,Completed,900,90.0,159.79,27.02,623.19,Paid,0,1
1188,2023-02-14,1140,32708,2,Completed,1750,607.5,157.75,45.87,938.88,Paid Late,18,2
1189,2023-02-14,1026,32807,1,Completed,1500,153.57,242.53,29.74,1074.16,Paid,0,2
1190,2023-02-15,1043,32751,4,Completed,2150,619.5,310.06,29.17,1191.27,Paid,0,2
1191,2023-02-15,1141,32792,4,Completed,4150,1110.5,445.73,50.06,2543.71,Paid,0,3
1192,2023-02-16,1142,32701,4,Completed,1800,575.77,209.2,35.67,979.36,Paid,0,2
1193,2023-02-16,1065,34761,1,Completed,400,47.26,199.32,18.93,134.49,Paid,0,1
1194,2023-02-16,1143,32819,1,Completed,3100,1151.33,269.82,40.89,1637.96,Paid,0,2
1195,2023-02-16,1144,34786,1,Completed,1300,130.0,95.13,29.62,1045.25,Paid Late,16,1
1196,2023-02-16,1145,32828,3,Completed,1500,600.0,67.97,29.48,802.55,Paid,0,1
1197,2023-02-17,1146,32730,3,Completed,1550,488.58,239.17,34.52,787.73,Paid,0,2
1198,2023-02-17,1147,32825,2,Completed,550,16.5,107.14,16.93,409.43,Paid,0,1
1199,2023-02-17,1148,32829,4,Completed,1300,130.0,354.79,28.83,786.38,Paid,0,2
1200,2023-02-17,1149,34786,4,Completed,1700,170.0,244.57,38.61,1246.82,Paid,0,2
1201,2023-02-17,1150,32817,4,Completed,650,86.6,256.59,23.29,283.52,Paid,0,2
1202,2023-02-18,1151,32812,2,Completed,450,45.0,184.74,26.59,193.67,Paid,0,1
1203,2023-02-18,1152,32811,4,Completed,1500,122.88,442.38,39.53,895.21,Paid,0,3
1204,2023-02-18,1153,32712,1,Completed,2600,844.47,339.44,47.2,1368.89,Paid,0,3
1205,2023-02-18,1154,32804,1,Completed,300,37.27,163.14,22.39,77.2,Paid,0,1
1206,2023-02-18,1140,32708,3,Completed,1300,130.0,75.6,11.49,1082.91,Paid,0,1
1207,2023-02-18,1155,32829,2,Completed,1300,130.0,76.66,23.83,1069.51,Paid,0,1
1208,2023-02-18,1012,32765,2,Completed,5600,2240.0,385.29,70.57,2904.14,Paid Late,4,3
1209,2023-02-20,1092,32804,1,Completed,1100,440.0,112.79,25.81,521.4,Paid Late,2,1
1210,2023-02-20,1156,34747,4,Completed,1650,558.32,287.23,30.45,774.0,Paid,0,2
1211,2023-02-20,1157,32707,3,Completed,1000,400.0,89.88,22.92,487.2,Paid Late,4,1
1212,2023-02-20,1158,34743,4,Completed,400,42.98,69.08,27.29,260.65,Paid,0,1
1213,2023-02-20,1159,32792,1,Completed,1900,201.77,365.03,34.94,1298.26,Paid,0,2
1214,2023-02-20,1160,34787,3,Completed,900,132.05,259.29,37.15,471.51,Paid,0,2
1215,2023-02-21,1161,32766,1,Completed,2150,596.19,261.37,56.97,1235.47,Paid,0,3
1216,2023-02-21,1162,32810,4,Completed,1000,100.0,198.74,29.41,671.85,Paid,0,1
1217,2023-02-21,1163,34747,1,Completed,1550,464.76,172.13,39.48,873.63,Paid,0,2
1218,2023-02-21,1094,32789,4,Completed,1300,130.0,381.24,49.0,739.76,Paid,0,2
1219,2023-02-21,1164,32707,1,Completed,1300,130.0,89.11,11.39,1069.5,Paid,0,1
1220,2023-02-21,1165,32837,3,Completed,250,7.5,184.37,16.44,41.69,Paid,0,1
1221,2023-02-21,1019,34787,3,Completed,200,21.14,122.9,28.41,27.55,Paid,0,1
1222,2023-02-22,1166,32824,3,Completed,400,51.97,64.25,17.52,266.26,Paid,0,1
1223,2023-02-22,1077,34744,2,Completed,700,21.0,74.55,15.48,588.97,Paid,0,1
1224,2023-02-23,1167,32708,2,Completed,3650,365.0,322.64,66.79,2895.57,Paid,0,3
1225,2023-02-23,1168,32808,2,Completed,3500,1130.0,240.07,26.47,2103.46,Paid,0,2
1226,2023-02-24,1169,32773,4,Completed,4400,1293.44,352.88,50.91,2702.77,Paid,0,3
1227,2023-02-24,1142,32701,2,Completed,1700,156.0,315.28,44.92,1183.8,Paid,0,2
1228,2023-02-24,1170,32827,3,Completed,4800,1790.38,382.57,53.86,2573.19,Paid,0,3
1229,2023-02-25,1163,34747,3,Completed,3700,1270.0,340.1,42.98,2046.92,Paid,0,2
1230,2023-02-25,1171,32809,2,Completed,550,65.6,146.5,25.61,312.29,Paid,0,1
1231,2023-02-25,1008,32714,1,Completed,500,66.58,50.28,13.57,369.57,Paid,0,1
1232,2023-02-25,1147,32825,4,Completed,1600,160.0,77.2,17.75,1345.05,Paid,0,1
1233,2023-02-25,1172,32792,3,Completed,3350,1066.48,453.86,45.18,1784.48,Paid,0,3
1234,2023-02-27,1173,34787,4,Completed,3500,1251.56,458.58,57.52,1732.34,Paid,0,3
1235,2023-02-27,1174,32828,2,Completed,1100,440.0,76.02,22.75,561.23,Paid,0,1
1236,2023-02-27,1032,32828,3,Completed,500,50.0,152.89,29.82,267.29,Paid,0,1
1237,2023-02-27,1175,32792,4,Completed,650,80.19,235.48,43.03,291.3,Paid,0,2
1238,2023-02-27,1176,34743,2,Completed,2950,1089.92,273.27,43.19,1543.62,Paid,0,2
1239,2023-02-27,1101,32829,4,Completed,4500,1230.0,296.35,68.81,2904.84,Paid Late,20,3
1240,2023-02-28,1177,32792,1,Completed,4450,1646.55,236.4,68.96,2498.09,Paid,0,3
1241,2023-02-28,1178,32801,2,Completed,4100,1310.0,119.2,47.88,2622.92,Paid,0,2
1242,2023-02-28,1179,32766,1,Completed,1300,130.33,261.23,46.22,862.22,Paid,0,2
1243,2023-02-28,1180,32807,2,Completed,4250,1265.0,365.59,61.97,2557.44,Paid,0,3
1244,2023-03-01,1181,32703,2,Completed,1800,720.0,87.64,27.01,965.35,Paid,0,1
1245,2023-03-01,1182,32811,4,Completed,1400,171.19,323.68,58.65,846.48,Unpaid,17,3
1246,2023-03-01,1183,32707,3,Completed,950,95.0,179.3,19.2,656.5,Paid,0,1
1247,2023-03-01,1107,32827,3,Completed,450,62.71,66.79,17.12,303.38,Paid,0,1
1248,2023-03-01,1122,32808,3,Completed,950,117.06,216.7,27.39,588.85,Paid Late,19,2
1249,2023-03-02,1123,32827,2,Completed,500,61.6,186.38,20.77,231.25,Paid,0,1
1250,2023-03-02,1175,32792,2,Completed,250,7.5,148.52,26.44,67.54,Paid,0,1
1251,2023-03-02,1081,32730,4,Completed,3200,1128.93,249.49,42.02,1779.56,Paid,0,2
1252,2023-03-02,1184,34744,2,Completed,2450,797.87,341.64,46.53,1263.96,Paid,0,2
1253,2023-03-02,1185,32708,4,Completed,2450,700.17,414.36,42.26,1293.21,Paid,0,3
1254,2023-03-02,1077,34744,3,Completed,2550,827.71,377.43,44.43,1300.43,Paid,0,2
1255,2023-03-03,1186,32807,3,Completed,700,89.59,129.11,24.39,456.91,Paid,0,1
1256,2023-03-03,1187,32730,4,Completed,300,9.0,159.72,13.75,117.53,Paid,0,1
1257,2023-03-03,1183,32707,1,Completed,3450,830.89,428.5,69.95,2120.66,Paid,0,3
1258,2023-03-03,1188,32766,3,Completed,450,61.02,173.9,12.01,203.07,Paid,0,1
1259,2023-03-03,1136,32773,2,Completed,1200,120.0,102.19,19.01,958.8,Paid,0,1
1260,2023-03-04,1189,32825,1,Completed,1850,167.5,175.0,50.84,1456.66,Paid,0,2
1261,2023-03-04,1190,32817,4,Completed,2050,457.5,273.77,55.05,1263.68,Paid,0,3
1262,2023-03-04,1191,32818,1,Completed,1250,86.5,319.77,62.55,781.18,Paid Late,14,3
1263,2023-03-04,1075,32827,1,Completed,350,38.97,107.24,12.58,191.21,Paid,0,1
1264,2023-03-04,1165,32837,4,Completed,1200,142.9,295.73,66.57,694.8,Paid,0,3
1265,2023-03-04,1118,32810,4,Completed,1800,193.36,348.71,55.45,1202.48,Paid,0,3
1266,2023-03-04,1192,32708,3,Completed,2100,840.0,176.52,51.09,1032.39,Paid,0,2
1267,2023-03-06,1193,32708,4,Completed,3550,1086.84,372.72,62.39,2028.05,Paid,0,3
1268,2023-03-06,1194,32803,1,Completed,1500,600.0,123.26,24.75,751.99,Paid,0,1
1269,2023-03-06,1195,32801,4,Completed,2800,1120.0,180.28,11.29,1488.43,Paid,0,1
1270,2023-03-06,1196,34741,1,Completed,450,13.5,154.17,11.64,270.69,Paid,0,1
1271,2023-03-07,1035,32771,4,Completed,400,58.96,116.79,25.78,198.47,Paid,0,1
1272,2023-03-07,1197,34747,4,Completed,1300,133.29,174.53,41.17,951.01,Paid,0,2
1273,2023-03-07,1198,32824,1,Completed,4100,980.0,326.89,43.72,2749.39,Paid,0,3
1274,2023-03-08,1138,32803,2,Completed,1450,152.81,351.09,61.21,884.89,Paid,0,3
1275,2023-03-08,1199,32806,4,Completed,2800,1120.0,172.73,20.63,1486.64,Paid,0,1
1276,2023-03-08,1200,32817,1,Completed,850,102.0,226.09,28.7,493.21,Paid,0,2
1277,2023-03-08,1201,32765,2,Completed,1600,151.93,487.83,54.28,905.96,Paid,0,3
1278,2023-03-08,1105,32819,2,Completed,3050,929.92,462.58,54.99,1602.51,Paid,0,3
1279,2023-03-08,1202,34761,3,Completed,700,96.24,111.9,22.92,468.94,Paid,0,1
